Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000138398	ENSG00000138398.11	170440850	170497916	2	PPIG
ENSG00000138399	ENSG00000138399.13	170386259	170430385	2	FASTKD1
ENSG00000138400	ENSG00000138400.8	207602487	207630271	2	MDH1B
ENSG00000138411	ENSG00000138411.6	197059094	197458416	2	HECW2
ENSG00000138413	ENSG00000138413.9	209100951	209130798	2	IDH1
ENSG00000138430	ENSG00000138430.11	174937175	175113426	2	OLA1
ENSG00000138433	ENSG00000138433.11	175212750	175260443	2	CIR1
ENSG00000138434	ENSG00000138434.12	182756560	182795465	2	SSFA2
ENSG00000138435	ENSG00000138435.10	175612320	175629200	2	CHRNA1
ENSG00000138439	ENSG00000138439.10	203499901	203634480	2	FAM117B
ENSG00000138442	ENSG00000138442.5	203739505	203879521	2	WDR12
ENSG00000138443	ENSG00000138443.11	204192942	204312446	2	ABI2
ENSG00000138448	ENSG00000138448.7	187454792	187545628	2	ITGAV
ENSG00000138449	ENSG00000138449.6	190425305	190448484	2	SLC40A1
ENSG00000138459	ENSG00000138459.4	112280556	112304424	3	SLC35A5
ENSG00000138463	ENSG00000138463.8	122513642	122599986	3	DIRC2
ENSG00000138468	ENSG00000138468.11	101043049	101232085	3	SENP7
ENSG00000138472	ENSG00000138472.6	108626639	108672742	3	GUCA1C
ENSG00000138483	ENSG00000138483.1	107096188	107097481	3	CCDC54
ENSG00000138495	ENSG00000138495.2	119373360	119396301	3	COX17
ENSG00000138496	ENSG00000138496.12	122246771	122283424	3	PARP9
ENSG00000138587	ENSG00000138587.5	56713742	56757335	15	MNS1
ENSG00000138592	ENSG00000138592.9	50716577	50793280	15	USP8
ENSG00000138593	ENSG00000138593.4	49280673	49338760	15	SECISBP2L
ENSG00000138594	ENSG00000138594.8	52121825	52239492	15	TMOD3
ENSG00000138600	ENSG00000138600.5	50999506	51058005	15	SPPL2A
ENSG00000138604	ENSG00000138604.5	69452923	69564556	15	GLCE
ENSG00000138606	ENSG00000138606.15	45459412	45493373	15	SHF
ENSG00000138613	ENSG00000138613.9	63568217	63601325	15	APH1B
ENSG00000138614	ENSG00000138614.10	65871091	65903627	15	VWA9
ENSG00000138615	ENSG00000138615.4	65488337	65503826	15	CILP
ENSG00000138617	ENSG00000138617.10	65526798	65592956	15	PARP16
ENSG00000138621	ENSG00000138621.7	75315896	75409803	15	PPCDC
ENSG00000138622	ENSG00000138622.3	73612200	73661605	15	HCN4
ENSG00000138623	ENSG00000138623.5	74701630	74726808	15	SEMA7A
ENSG00000138629	ENSG00000138629.11	74738318	74753523	15	UBL7
ENSG00000138639	ENSG00000138639.13	86396267	86923823	4	ARHGAP24
ENSG00000138640	ENSG00000138640.10	89647106	90032549	4	FAM13A
ENSG00000138641	ENSG00000138641.11	89442199	89629693	4	HERC3
ENSG00000138642	ENSG00000138642.10	89299891	89364263	4	HERC6
ENSG00000138646	ENSG00000138646.4	89378268	89427314	4	HERC5
ENSG00000138650	ENSG00000138650.7	134070470	134129356	4	PCDH10
ENSG00000138653	ENSG00000138653.5	115748919	116035032	4	NDST4
ENSG00000138658	ENSG00000138658.11	113460492	113558151	4	C4orf21
ENSG00000138660	ENSG00000138660.7	113152893	113191203	4	AP1AR
ENSG00000138663	ENSG00000138663.4	83955600	83996971	4	COPS4
ENSG00000138668	ENSG00000138668.14	83273651	83295656	4	HNRNPD
ENSG00000138669	ENSG00000138669.5	82009837	82136218	4	PRKG2
ENSG00000138670	ENSG00000138670.12	82347547	82965397	4	RASGEF1B
ENSG00000138674	ENSG00000138674.12	83739814	83822319	4	SEC31A
ENSG00000138675	ENSG00000138675.12	81187753	81257834	4	FGF5
ENSG00000138678	ENSG00000138678.6	84457067	84527028	4	AGPAT9
ENSG00000138684	ENSG00000138684.3	123533783	123542224	4	IL21
ENSG00000138685	ENSG00000138685.8	123747863	123819391	4	FGF2
ENSG00000138686	ENSG00000138686.5	122745595	122791652	4	BBS7
ENSG00000138688	ENSG00000138688.11	123073488	123283913	4	KIAA1109
ENSG00000138696	ENSG00000138696.6	95679119	96079599	4	BMPR1B
ENSG00000138698	ENSG00000138698.10	99182535	99365012	4	RAP1GDS1
ENSG00000138709	ENSG00000138709.13	128982423	129144086	4	LARP1B
ENSG00000138722	ENSG00000138722.5	90800683	90875780	4	MMRN1
ENSG00000138735	ENSG00000138735.11	120415550	120550146	4	PDE5A
ENSG00000138738	ENSG00000138738.6	121606074	121844025	4	PRDM5
ENSG00000138741	ENSG00000138741.6	122800182	122872909	4	TRPC3
ENSG00000138744	ENSG00000138744.10	76831809	76862204	4	NAAA
ENSG00000138750	ENSG00000138750.10	77035812	77069668	4	NUP54
ENSG00000138755	ENSG00000138755.5	76922428	76928641	4	CXCL9
ENSG00000138756	ENSG00000138756.13	79697496	79837526	4	BMP2K
ENSG00000138757	ENSG00000138757.10	76567966	76649709	4	G3BP2
ENSG00000138758	ENSG00000138758.7	77870856	77961537	4	SEPT11
ENSG00000138759	ENSG00000138759.13	78978724	79465423	4	FRAS1
ENSG00000138760	ENSG00000138760.4	77079890	77135046	4	SCARB2
ENSG00000138764	ENSG00000138764.9	78078304	78354542	4	CCNG2
ENSG00000138767	ENSG00000138767.8	78634541	78740769	4	CNOT6L
ENSG00000138768	ENSG00000138768.10	76649777	76735382	4	USO1
ENSG00000138769	ENSG00000138769.6	76503215	76555900	4	CDKL2
ENSG00000138771	ENSG00000138771.10	77356253	77704406	4	SHROOM3
ENSG00000138772	ENSG00000138772.8	79472673	79531597	4	ANXA3
ENSG00000138777	ENSG00000138777.15	106290234	106395238	4	PPA2
ENSG00000138778	ENSG00000138778.7	104026963	104119566	4	CENPE
ENSG00000138780	ENSG00000138780.10	106629935	106768885	4	GSTCD
ENSG00000138785	ENSG00000138785.10	106603784	106817143	4	INTS12
ENSG00000138792	ENSG00000138792.5	111286889	111486441	4	ENPEP
ENSG00000138794	ENSG00000138794.5	110609785	110624739	4	CASP6
ENSG00000138795	ENSG00000138795.5	108968701	109090112	4	LEF1
ENSG00000138796	ENSG00000138796.11	108910870	108956331	4	HADH
ENSG00000138798	ENSG00000138798.7	110834040	110933422	4	EGF
ENSG00000138801	ENSG00000138801.4	108511433	108641608	4	PAPSS1
ENSG00000138802	ENSG00000138802.7	110354928	110462052	4	SEC24B
ENSG00000138813	ENSG00000138813.5	100432161	100463460	4	C4orf17
ENSG00000138814	ENSG00000138814.12	101944566	102269435	4	PPP3CA
ENSG00000138821	ENSG00000138821.8	103172198	103352415	4	SLC39A8
ENSG00000138823	ENSG00000138823.8	100484918	100545156	4	MTTP
ENSG00000138829	ENSG00000138829.6	127593601	127994878	5	FBN2
ENSG00000138834	ENSG00000138834.8	1756184	1820318	16	MAPK8IP3
ENSG00000138835	ENSG00000138835.18	116207011	116360018	9	RGS3
ENSG00000138867	ENSG00000138867.12	24936406	24951903	22	GUCD1
ENSG00000138892	ENSG00000138892.7	50453552	50495364	22	TTLL8
ENSG00000138942	ENSG00000138942.11	31556168	31603005	22	RNF185
ENSG00000138944	ENSG00000138944.7	44639547	44708731	22	KIAA1644
ENSG00000138964	ENSG00000138964.12	44568836	44615413	22	PARVG
ENSG00000139044	ENSG00000139044.6	569530	672675	12	B4GALNT3
ENSG00000139053	ENSG00000139053.2	15125956	15134799	12	PDE6H
ENSG00000139055	ENSG00000139055.2	15066969	15092016	12	ERP27
ENSG00000139083	ENSG00000139083.6	11802788	12048336	12	ETV6
ENSG00000139112	ENSG00000139112.6	10365057	10375727	12	GABARAPL1
ENSG00000139116	ENSG00000139116.13	39687030	39837192	12	KIF21A
ENSG00000139117	ENSG00000139117.9	39040624	39301232	12	CPNE8
ENSG00000139131	ENSG00000139131.8	32880424	32908836	12	YARS2
ENSG00000139132	ENSG00000139132.10	32552463	32798984	12	FGD4
ENSG00000139133	ENSG00000139133.2	34175216	34182629	12	ALG10
ENSG00000139144	ENSG00000139144.5	18400548	18801348	12	PIK3C2G
ENSG00000139146	ENSG00000139146.9	31433518	31479992	12	FAM60A
ENSG00000139151	ENSG00000139151.10	18836103	18890991	12	PLCZ1
ENSG00000139154	ENSG00000139154.10	19556979	19873735	12	AEBP2
ENSG00000139155	ENSG00000139155.4	20848289	20906320	12	SLCO1C1
ENSG00000139160	ENSG00000139160.9	31800094	31826048	12	METTL20
ENSG00000139163	ENSG00000139163.11	22778009	22843599	12	ETNK1
ENSG00000139168	ENSG00000139168.3	42705880	42719920	12	ZCRB1
ENSG00000139173	ENSG00000139173.5	44229770	44783545	12	TMEM117
ENSG00000139174	ENSG00000139174.6	42852140	42984157	12	PRICKLE1
ENSG00000139178	ENSG00000139178.6	7242183	7261869	12	C1RL
ENSG00000139180	ENSG00000139180.6	4758261	4798454	12	NDUFA9
ENSG00000139182	ENSG00000139182.9	7282294	7311541	12	CLSTN3
ENSG00000139187	ENSG00000139187.5	9102640	9163356	12	KLRG1
ENSG00000139190	ENSG00000139190.12	6571403	6580153	12	VAMP1
ENSG00000139192	ENSG00000139192.7	6560856	6575683	12	TAPBPL
ENSG00000139193	ENSG00000139193.3	6554033	6560884	12	CD27
ENSG00000139194	ENSG00000139194.3	7276280	7281538	12	RBP5
ENSG00000139197	ENSG00000139197.6	7341281	7371170	12	PEX5
ENSG00000139200	ENSG00000139200.9	6802958	6809966	12	PIANP
ENSG00000139209	ENSG00000139209.11	47158546	47226191	12	SLC38A4
ENSG00000139211	ENSG00000139211.5	47469490	47473734	12	AMIGO2
ENSG00000139218	ENSG00000139218.13	46312914	46385903	12	SCAF11
ENSG00000139219	ENSG00000139219.13	48366748	48398269	12	COL2A1
ENSG00000139220	ENSG00000139220.12	81652045	82153332	12	PPFIA2
ENSG00000139223	ENSG00000139223.1	48866448	48866843	12	ANP32D
ENSG00000139233	ENSG00000139233.2	66516842	66524548	12	LLPH
ENSG00000139239	ENSG00000139239.6	63359095	63359764	12	RPL14P1
ENSG00000139263	ENSG00000139263.7	59265931	59314303	12	LRIG3
ENSG00000139266	ENSG00000139266.5	58148881	58154190	12	MARCH9
ENSG00000139269	ENSG00000139269.2	57846106	57853063	12	INHBE
ENSG00000139278	ENSG00000139278.5	75874460	75897633	12	GLIPR1
ENSG00000139287	ENSG00000139287.8	72332626	72580398	12	TPH2
ENSG00000139289	ENSG00000139289.9	76419227	76427712	12	PHLDA1
ENSG00000139291	ENSG00000139291.9	72079867	72097836	12	TMEM19
ENSG00000139292	ENSG00000139292.8	71833550	71980090	12	LGR5
ENSG00000139304	ENSG00000139304.8	80799774	81072802	12	PTPRQ
ENSG00000139318	ENSG00000139318.7	89741009	89747048	12	DUSP6
ENSG00000139323	ENSG00000139323.9	89813495	89919801	12	POC1B
ENSG00000139324	ENSG00000139324.7	88536073	88593664	12	TMTC3
ENSG00000139329	ENSG00000139329.4	91496406	91505608	12	LUM
ENSG00000139330	ENSG00000139330.5	91444268	91451760	12	KERA
ENSG00000139343	ENSG00000139343.6	96252706	96297606	12	SNRPF
ENSG00000139344	ENSG00000139344.3	96337071	96362370	12	AMDHD1
ENSG00000139350	ENSG00000139350.7	97301001	97347129	12	NEDD1
ENSG00000139351	ENSG00000139351.10	102122426	102133250	12	SYCP3
ENSG00000139352	ENSG00000139352.3	103351464	103354294	12	ASCL1
ENSG00000139354	ENSG00000139354.6	100967461	101022064	12	GAS2L3
ENSG00000139364	ENSG00000139364.6	125671382	126146917	12	TMEM132B
ENSG00000139370	ENSG00000139370.6	129277739	129308528	12	SLC15A4
ENSG00000139372	ENSG00000139372.10	104359582	104382652	12	TDG
ENSG00000139405	ENSG00000139405.11	113623331	113630173	12	RITA1
ENSG00000139410	ENSG00000139410.10	113860042	113876081	12	SDSL
ENSG00000139428	ENSG00000139428.7	109991542	110011679	12	MMAB
ENSG00000139433	ENSG00000139433.5	110288748	110318293	12	GLTP
ENSG00000139436	ENSG00000139436.16	110367607	110434194	12	GIT2
ENSG00000139437	ENSG00000139437.13	110338069	110421646	12	TCHP
ENSG00000139438	ENSG00000139438.5	110152033	110208312	12	FAM222A
ENSG00000139445	ENSG00000139445.13	109715784	109747025	12	FOXN4
ENSG00000139496	ENSG00000139496.11	25875662	25923938	13	NUPL1
ENSG00000139505	ENSG00000139505.10	25802307	25862147	13	MTMR6
ENSG00000139508	ENSG00000139508.10	29274201	29293107	13	SLC46A3
ENSG00000139514	ENSG00000139514.8	30083547	30169825	13	SLC7A1
ENSG00000139515	ENSG00000139515.5	28494157	28500368	13	PDX1
ENSG00000139517	ENSG00000139517.6	28120050	28194541	13	LNX2
ENSG00000139531	ENSG00000139531.8	56390964	56400425	12	SUOX
ENSG00000139537	ENSG00000139537.6	49297893	49325623	12	CCDC65
ENSG00000139540	ENSG00000139540.7	56623833	56631630	12	SLC39A5
ENSG00000139546	ENSG00000139546.6	53894705	53900215	12	TARBP2
ENSG00000139547	ENSG00000139547.6	57345219	57353158	12	RDH16
ENSG00000139549	ENSG00000139549.2	49483204	49488602	12	DHH
ENSG00000139567	ENSG00000139567.8	52300692	52317145	12	ACVRL1
ENSG00000139572	ENSG00000139572.3	54756229	54758271	12	GPR84
ENSG00000139574	ENSG00000139574.7	53900474	53901422	12	NPFF
ENSG00000139579	ENSG00000139579.8	56615799	56623638	12	NABP2
ENSG00000139597	ENSG00000139597.12	32974861	33002315	13	N4BP2L1
ENSG00000139610	ENSG00000139610.1	51722227	51740463	12	CELA1
ENSG00000139613	ENSG00000139613.7	56556767	56583351	12	SMARCC2
ENSG00000139618	ENSG00000139618.10	32889611	32973805	13	BRCA2
ENSG00000139620	ENSG00000139620.8	49047184	49076021	12	KANSL2
ENSG00000139624	ENSG00000139624.8	50523575	50561288	12	CERS5
ENSG00000139625	ENSG00000139625.8	53874274	53893847	12	MAP3K12
ENSG00000139626	ENSG00000139626.11	53585102	53601091	12	ITGB7
ENSG00000139629	ENSG00000139629.11	51745031	51786651	12	GALNT6
ENSG00000139631	ENSG00000139631.14	53551447	53575135	12	CSAD
ENSG00000139636	ENSG00000139636.11	49490919	49504683	12	LMBR1L
ENSG00000139637	ENSG00000139637.9	53693470	53700961	12	C12orf10
ENSG00000139641	ENSG00000139641.8	56512034	56538455	12	ESYT1
ENSG00000139644	ENSG00000139644.8	50101508	50158717	12	TMBIM6
ENSG00000139645	ENSG00000139645.9	56631591	56652175	12	ANKRD52
ENSG00000139648	ENSG00000139648.6	52937693	52946931	12	KRT71
ENSG00000139651	ENSG00000139651.9	53574484	53584596	12	ZNF740
ENSG00000139656	ENSG00000139656.5	44717679	44735393	13	SMIM2
ENSG00000139668	ENSG00000139668.7	52158644	52336171	13	WDFY2
ENSG00000139675	ENSG00000139675.10	53191605	53217919	13	HNRNPA1L2
ENSG00000139679	ENSG00000139679.11	48963707	49018840	13	LPAR6
ENSG00000139684	ENSG00000139684.9	47345391	47371367	13	ESD
ENSG00000139687	ENSG00000139687.9	48877887	49056122	13	RB1
ENSG00000139697	ENSG00000139697.7	123773656	123849390	12	SBNO1
ENSG00000139714	ENSG00000139714.8	122089024	122110537	12	MORN3
ENSG00000139718	ENSG00000139718.6	122242086	122270562	12	SETD1B
ENSG00000139719	ENSG00000139719.5	122714111	122751068	12	VPS33A
ENSG00000139722	ENSG00000139722.2	123349882	123380991	12	VPS37B
ENSG00000139725	ENSG00000139725.3	122215664	122241309	12	RHOF
ENSG00000139726	ENSG00000139726.6	123237321	123255611	12	DENR
ENSG00000139734	ENSG00000139734.13	60239717	60738121	13	DIAPH3
ENSG00000139737	ENSG00000139737.17	78272023	78338377	13	SLAIN1
ENSG00000139746	ENSG00000139746.11	79885962	79980612	13	RBM26
ENSG00000139767	ENSG00000139767.4	119419300	119600856	12	SRRM4
ENSG00000139780	ENSG00000139780.7	103338094	103346854	13	METTL21C
ENSG00000139793	ENSG00000139793.14	97873688	98046374	13	MBNL2
ENSG00000139797	ENSG00000139797.7	98828039	98829519	13	RNF113B
ENSG00000139800	ENSG00000139800.8	100615218	100624163	13	ZIC5
ENSG00000139826	ENSG00000139826.5	108870727	108886603	13	ABHD13
ENSG00000139832	ENSG00000139832.3	111175417	111214080	13	RAB20
ENSG00000139835	ENSG00000139835.9	113978505	114018446	13	GRTP1
ENSG00000139842	ENSG00000139842.10	113862552	113919399	13	CUL4A
ENSG00000139865	ENSG00000139865.12	38065052	38510647	14	TTC6
ENSG00000139874	ENSG00000139874.5	38677204	38682272	14	SSTR1
ENSG00000139880	ENSG00000139880.15	23516271	23526747	14	CDH24
ENSG00000139890	ENSG00000139890.5	23352374	23356895	14	REM2
ENSG00000139899	ENSG00000139899.6	24895738	24900160	14	CBLN3
ENSG00000139908	ENSG00000139908.10	24674903	24677568	14	TSSK4
ENSG00000139910	ENSG00000139910.15	26912299	27066960	14	NOVA1
ENSG00000139914	ENSG00000139914.6	24600484	24602058	14	FITM1
ENSG00000139915	ENSG00000139915.14	47308826	48144157	14	MDGA2
ENSG00000139921	ENSG00000139921.8	51706880	51722759	14	TMX1
ENSG00000139926	ENSG00000139926.11	51955818	52197445	14	FRMD6
ENSG00000139946	ENSG00000139946.5	56584532	56768244	14	PELI2
ENSG00000139970	ENSG00000139970.12	60062694	60337684	14	RTN1
ENSG00000139971	ENSG00000139971.11	58466453	58764857	14	C14orf37
ENSG00000139973	ENSG00000139973.11	62453803	62568431	14	SYT16
ENSG00000139974	ENSG00000139974.11	61447832	61550451	14	SLC38A6
ENSG00000139977	ENSG00000139977.9	57857262	57882635	14	NAA30
ENSG00000139985	ENSG00000139985.5	70918874	70926622	14	ADAM21
ENSG00000139988	ENSG00000139988.5	68168603	68201169	14	RDH12
ENSG00000139990	ENSG00000139990.13	69517598	69619867	14	DCAF5
ENSG00000139998	ENSG00000139998.10	65412532	65439494	14	RAB15
ENSG00000140006	ENSG00000140006.7	64063757	64108579	14	WDR89
ENSG00000140009	ENSG00000140009.14	64550950	64804830	14	ESR2
ENSG00000140015	ENSG00000140015.15	63173287	63568755	14	KCNH5
ENSG00000140022	ENSG00000140022.5	81727000	81902809	14	STON2
ENSG00000140025	ENSG00000140025.11	90261013	90421121	14	EFCAB11
ENSG00000140030	ENSG00000140030.4	88471468	88478419	14	GPR65
ENSG00000140043	ENSG00000140043.7	74318547	74353530	14	PTGR2
ENSG00000140044	ENSG00000140044.8	75894419	75940814	14	JDP2
ENSG00000140057	ENSG00000140057.4	96858448	96955764	14	AK7
ENSG00000140067	ENSG00000140067.6	94385240	94395954	14	FAM181A
ENSG00000140090	ENSG00000140090.13	92788925	92962596	14	SLC24A4
ENSG00000140092	ENSG00000140092.10	92335756	92414331	14	FBLN5
ENSG00000140093	ENSG00000140093.5	94749650	94759608	14	SERPINA10
ENSG00000140104	ENSG00000140104.9	105452112	105476819	14	C14orf79
ENSG00000140105	ENSG00000140105.13	100800125	100843142	14	WARS
ENSG00000140107	ENSG00000140107.10	100789674	100796715	14	SLC25A47
ENSG00000140153	ENSG00000140153.13	102605840	102691184	14	WDR20
ENSG00000140157	ENSG00000140157.10	23004684	23034427	15	NIPA2
ENSG00000140181	ENSG00000140181.10	23282281	23378228	15	HERC2P2
ENSG00000140199	ENSG00000140199.7	34525460	34630261	15	SLC12A6
ENSG00000140254	ENSG00000140254.8	45409569	45422136	15	DUOXA1
ENSG00000140259	ENSG00000140259.6	44096690	44117000	15	MFAP1
ENSG00000140262	ENSG00000140262.13	57210821	57591479	15	TCF12
ENSG00000140263	ENSG00000140263.9	45315302	45369383	15	SORD
ENSG00000140264	ENSG00000140264.15	44069285	44094787	15	SERF2
ENSG00000140265	ENSG00000140265.8	43650370	43663223	15	ZSCAN29
ENSG00000140274	ENSG00000140274.9	45406519	45410619	15	DUOXA2
ENSG00000140279	ENSG00000140279.8	45384848	45406542	15	DUOX2
ENSG00000140280	ENSG00000140280.9	52015208	52043782	15	LYSMD2
ENSG00000140284	ENSG00000140284.6	50474393	50528592	15	SLC27A2
ENSG00000140285	ENSG00000140285.5	49715293	49780972	15	FGF7
ENSG00000140287	ENSG00000140287.6	50534144	50558223	15	HDC
ENSG00000140297	ENSG00000140297.8	59887074	59932438	15	GCNT3
ENSG00000140299	ENSG00000140299.7	59951345	59981733	15	BNIP2
ENSG00000140307	ENSG00000140307.6	59930261	59949740	15	GTF2A2
ENSG00000140319	ENSG00000140319.6	40327940	40331389	15	SRP14
ENSG00000140320	ENSG00000140320.7	40731920	40760441	15	BAHD1
ENSG00000140323	ENSG00000140323.4	40650436	40663257	15	DISP2
ENSG00000140326	ENSG00000140326.8	43015757	43029324	15	CDAN1
ENSG00000140332	ENSG00000140332.11	70340129	70390515	15	TLE3
ENSG00000140350	ENSG00000140350.11	69070874	69113236	15	ANP32A
ENSG00000140365	ENSG00000140365.11	75628232	75634268	15	COMMD4
ENSG00000140367	ENSG00000140367.7	76135622	76193419	15	UBE2Q2
ENSG00000140368	ENSG00000140368.8	77285700	77329673	15	PSTPIP1
ENSG00000140374	ENSG00000140374.11	76507696	76603813	15	ETFA
ENSG00000140379	ENSG00000140379.7	80253231	80263788	15	BCL2A1
ENSG00000140382	ENSG00000140382.10	77712754	77777949	15	HMG20A
ENSG00000140386	ENSG00000140386.8	76640526	77197785	15	SCAPER
ENSG00000140391	ENSG00000140391.10	77336359	77376326	15	TSPAN3
ENSG00000140395	ENSG00000140395.4	78570177	78592136	15	WDR61
ENSG00000140396	ENSG00000140396.8	71021997	71316040	8	NCOA2
ENSG00000140398	ENSG00000140398.9	75639296	75647592	15	NEIL1
ENSG00000140400	ENSG00000140400.10	75648133	75660971	15	MAN2C1
ENSG00000140403	ENSG00000140403.8	78556428	78574538	15	DNAJA4
ENSG00000140406	ENSG00000140406.2	81293295	81296342	15	MESDC1
ENSG00000140416	ENSG00000140416.15	63334831	63364114	15	TPM1
ENSG00000140443	ENSG00000140443.9	99192200	99507759	15	IGF1R
ENSG00000140450	ENSG00000140450.7	98462784	98517068	15	ARRDC4
ENSG00000140451	ENSG00000140451.8	65107831	65117867	15	PIF1
ENSG00000140455	ENSG00000140455.12	63796793	63886839	15	USP3
ENSG00000140459	ENSG00000140459.13	74630100	74660081	15	CYP11A1
ENSG00000140463	ENSG00000140463.9	72978527	73030817	15	BBS4
ENSG00000140464	ENSG00000140464.15	74287014	74340153	15	PML
ENSG00000140465	ENSG00000140465.9	75011883	75017951	15	CYP1A1
ENSG00000140470	ENSG00000140470.9	100511794	100882210	15	ADAMTS17
ENSG00000140471	ENSG00000140471.12	101099574	101143435	15	LINS
ENSG00000140474	ENSG00000140474.8	75128457	75135687	15	ULK3
ENSG00000140478	ENSG00000140478.10	75575176	75586816	15	GOLGA6D
ENSG00000140479	ENSG00000140479.12	101840818	102065405	15	PCSK6
ENSG00000140481	ENSG00000140481.9	74509613	74628813	15	CCDC33
ENSG00000140488	ENSG00000140488.10	72577068	72612470	15	CELF6
ENSG00000140497	ENSG00000140497.12	75136071	75165706	15	SCAMP2
ENSG00000140505	ENSG00000140505.6	75041185	75048543	15	CYP1A2
ENSG00000140506	ENSG00000140506.12	75105057	75118099	15	LMAN1L
ENSG00000140511	ENSG00000140511.7	89420519	89438857	15	HAPLN3
ENSG00000140519	ENSG00000140519.8	89998680	90039844	15	RHCG
ENSG00000140521	ENSG00000140521.7	89859534	89878092	15	POLG
ENSG00000140522	ENSG00000140522.7	89753100	89764982	15	RLBP1
ENSG00000140525	ENSG00000140525.13	89787180	89860492	15	FANCI
ENSG00000140526	ENSG00000140526.12	89630690	89745591	15	ABHD2
ENSG00000140527	ENSG00000140527.10	90234028	90286869	15	WDR93
ENSG00000140534	ENSG00000140534.9	90118713	90174287	15	TICRR
ENSG00000140538	ENSG00000140538.12	88418230	88799999	15	NTRK3
ENSG00000140543	ENSG00000140543.9	89054790	89089906	15	DET1
ENSG00000140545	ENSG00000140545.10	89441916	89456642	15	MFGE8
ENSG00000140548	ENSG00000140548.5	90544624	90625438	15	ZNF710
ENSG00000140553	ENSG00000140553.12	91473410	91497323	15	UNC45A
ENSG00000140557	ENSG00000140557.7	92937058	93011958	15	ST8SIA2
ENSG00000140563	ENSG00000140563.10	94774767	95023632	15	MCTP2
ENSG00000140564	ENSG00000140564.6	91411822	91426688	15	FURIN
ENSG00000140575	ENSG00000140575.8	90931450	91045475	15	IQGAP1
ENSG00000140577	ENSG00000140577.11	91073157	91188577	15	CRTC3
ENSG00000140598	ENSG00000140598.9	82422571	82555104	15	EFTUD1
ENSG00000140600	ENSG00000140600.12	84115980	84287495	15	SH3GL3
ENSG00000140612	ENSG00000140612.9	85212775	85259947	15	SEC11A
ENSG00000140623	ENSG00000140623.9	4827670	4838522	16	SEPT12
ENSG00000140632	ENSG00000140632.12	4853204	4897343	16	GLYR1
ENSG00000140650	ENSG00000140650.7	8882680	8943188	16	PMM2
ENSG00000140675	ENSG00000140675.8	31494323	31502181	16	SLC5A2
ENSG00000140678	ENSG00000140678.12	31366455	31394318	16	ITGAX
ENSG00000140682	ENSG00000140682.14	31482906	31489281	16	TGFB1I1
ENSG00000140688	ENSG00000140688.12	31500792	31520630	16	C16orf58
ENSG00000140691	ENSG00000140691.12	31469401	31478487	16	ARMC5
ENSG00000140694	ENSG00000140694.12	14529558	14726585	16	PARN
ENSG00000140718	ENSG00000140718.14	53737875	54155853	16	FTO
ENSG00000140740	ENSG00000140740.6	21963981	21994981	16	UQCRC2
ENSG00000140743	ENSG00000140743.3	22357257	22448486	16	CDR2
ENSG00000140749	ENSG00000140749.7	21652609	21663981	16	IGSF6
ENSG00000140750	ENSG00000140750.12	24930706	25026987	16	ARHGAP17
ENSG00000140795	ENSG00000140795.8	46740891	46824319	16	MYLK3
ENSG00000140798	ENSG00000140798.11	48116884	48189929	16	ABCC12
ENSG00000140807	ENSG00000140807.4	50582241	50670647	16	NKD1
ENSG00000140829	ENSG00000140829.7	72127461	72146811	16	DHX38
ENSG00000140830	ENSG00000140830.4	72078188	72128330	16	TXNL4B
ENSG00000140832	ENSG00000140832.5	71660064	71676017	16	MARVELD3
ENSG00000140835	ENSG00000140835.8	71559136	71572649	16	CHST4
ENSG00000140836	ENSG00000140836.10	72816784	73093597	16	ZFHX3
ENSG00000140839	ENSG00000140839.7	74442529	74455368	16	CLEC18B
ENSG00000140848	ENSG00000140848.12	57126449	57181878	16	CPNE2
ENSG00000140853	ENSG00000140853.11	57023397	57117443	16	NLRC5
ENSG00000140854	ENSG00000140854.8	57769642	57791162	16	KATNB1
ENSG00000140859	ENSG00000140859.11	57792129	57896957	16	KIFC3
ENSG00000140873	ENSG00000140873.11	77281710	77469011	16	ADAMTS18
ENSG00000140876	ENSG00000140876.7	77756411	77776157	16	NUDT7
ENSG00000140905	ENSG00000140905.5	81115566	81130008	16	GCSH
ENSG00000140931	ENSG00000140931.15	66637777	66647795	16	CMTM3
ENSG00000140932	ENSG00000140932.5	66613351	66622178	16	CMTM2
ENSG00000140937	ENSG00000140937.9	64977656	65160015	16	CDH11
ENSG00000140939	ENSG00000140939.10	67204057	67209643	16	NOL3
ENSG00000140941	ENSG00000140941.8	87417601	87438385	16	MAP1LC3B
ENSG00000140943	ENSG00000140943.12	84087368	84150511	16	MBTPS1
ENSG00000140945	ENSG00000140945.11	82660408	83830204	16	CDH13
ENSG00000140948	ENSG00000140948.7	87439852	87525651	16	ZCCHC14
ENSG00000140950	ENSG00000140950.11	84511681	84587639	16	TLDC1
ENSG00000140955	ENSG00000140955.6	84224744	84230774	16	ADAD2
ENSG00000140961	ENSG00000140961.8	83981887	83999937	16	OSGIN1
ENSG00000140968	ENSG00000140968.6	85932409	85956215	16	IRF8
ENSG00000140983	ENSG00000140983.9	718086	724174	16	RHOT2
ENSG00000140986	ENSG00000140986.7	1993975	2007607	16	RPL3L
ENSG00000140987	ENSG00000140987.15	3432085	3451065	16	ZSCAN32
